transaction_id,transaction_amount,transaction_type,transaction_location,account_age_days,card_present,previous_fraudulent_transactions,is_fraud,transaction_date
1289,333.0,POS,Los Angeles,283,1,0,0,2023-10-05
1290,786.71,Online,Houston,2991,1,4,0,2023-10-16
1291,3969.84,Online,Houston,258,0,1,0,2023-12-17
1292,1328.02,POS,Chicago,575,1,1,0,2023-08-16
1293,5675.84,Bank Transfer,Los Angeles,574,0,3,0,2023-01-14
1294,6894.96,ATM,Chicago,2660,0,4,0,2023-07-24
1295,8006.07,Bank Transfer,Los Angeles,1043,1,2,0,2023-10-11
1296,2002.3,Bank Transfer,Chicago,1553,0,3,0,2023-05-15
1297,1675.66,Online,Chicago,2885,1,4,0,2023-01-25
1298,1046.57,ATM,Phoenix,423,1,0,0,2023-12-16
1299,6364.67,ATM,Chicago,1490,1,0,0,2023-11-19
1300,7065.05,Bank Transfer,Houston,1397,1,1,0,2023-05-04
1301,316.83,POS,Chicago,758,1,2,0,2023-08-20
1302,9362.19,Bank Transfer,Los Angeles,2811,0,0,0,2023-01-26
1303,520.66,POS,Chicago,1105,1,4,1,2023-05-24
1304,5413.42,ATM,New York,1575,1,4,0,2023-10-29
1305,7090.9,Bank Transfer,Los Angeles,3620,0,0,0,2023-07-05
1306,8709.82,Online,New York,2472,1,4,0,2023-11-22
1307,7141.16,Bank Transfer,Los Angeles,429,1,4,0,2023-01-10
1308,8017.48,ATM,Houston,3460,0,1,0,2023-10-03
1309,3395.16,Online,Houston,2022,0,2,0,2023-03-05
1310,8148.44,Online,Houston,204,1,1,0,2023-07-31
1311,802.07,POS,New York,2244,0,2,0,2023-08-08
1312,8948.27,Online,Phoenix,2776,1,4,0,2023-01-07
1313,5476.38,Online,Los Angeles,2333,0,2,0,2023-10-26
1314,8173.16,Bank Transfer,Houston,1993,1,4,0,2023-02-01
1315,4523.73,ATM,Los Angeles,2244,1,4,0,2023-04-10
1316,6436.13,POS,New York,307,1,1,0,2023-05-29
1317,5264.5,Bank Transfer,Phoenix,1688,0,1,0,2023-10-18
1318,7316.16,Online,New York,14,1,3,0,2023-02-03
1319,817.22,Online,Los Angeles,1861,0,0,0,2023-09-06
1320,604.46,POS,Phoenix,3218,1,3,0,2023-02-24
1321,2471.79,ATM,Phoenix,1962,1,3,0,2023-03-06
1322,1596.29,POS,New York,1081,1,2,0,2023-02-28
1323,8717.96,Bank Transfer,Houston,723,1,4,0,2023-08-17
1324,2192.92,POS,Los Angeles,780,1,4,0,2023-12-07
1325,9758.68,Online,Chicago,1234,0,4,0,2023-08-19
1326,3369.62,Bank Transfer,Chicago,529,0,0,0,2023-03-08
1327,1822.0,Online,New York,798,0,2,0,2023-01-19
1328,7897.2,ATM,Los Angeles,344,1,2,0,2023-10-12
1329,6587.42,Online,Los Angeles,1303,1,4,0,2023-02-11
1330,4982.46,Online,New York,209,0,3,0,2023-12-02
1331,5554.08,POS,Los Angeles,641,1,0,0,2023-02-03
1332,7192.3,Online,Houston,3407,1,3,0,2023-02-01
1333,2285.32,Bank Transfer,New York,1312,1,1,0,2023-12-08
1334,9963.34,Bank Transfer,Houston,2300,0,2,0,2023-06-25
1335,9747.96,ATM,Los Angeles,3337,0,2,0,2023-07-10
1336,6503.61,Bank Transfer,New York,2319,0,3,0,2023-07-12
1337,1996.22,POS,Los Angeles,1948,0,0,0,2023-05-17
1338,6802.6,ATM,New York,920,0,2,0,2023-07-10
1339,722.91,Bank Transfer,Los Angeles,1724,1,3,0,2023-11-07
1340,307.49,POS,Houston,2045,1,0,0,2023-11-29
1341,2577.57,Bank Transfer,Houston,419,1,3,0,2023-12-18
1342,4626.77,Bank Transfer,Los Angeles,1750,1,0,0,2023-02-10
1343,8682.86,Online,New York,2843,0,4,0,2023-03-18
1344,7271.96,Bank Transfer,Chicago,3283,0,0,0,2023-10-19
1345,7427.32,Bank Transfer,Houston,1389,1,1,0,2023-03-26
1346,4255.51,POS,Houston,1100,0,4,0,2023-03-10
1347,3460.0,POS,Chicago,3393,1,3,0,2023-08-30
1348,3711.02,Online,Los Angeles,2773,1,4,0,2023-12-16
1349,9876.51,Bank Transfer,New York,2481,1,4,0,2023-02-13
1350,402.05,Online,Los Angeles,2157,1,3,0,2023-02-21
1351,8670.45,Bank Transfer,Phoenix,2689,0,3,0,2023-05-11
1352,5787.18,ATM,Houston,1546,1,1,0,2023-09-09
1353,4386.72,ATM,Phoenix,1071,0,3,0,2023-06-29
1354,7252.85,Online,Houston,2427,1,2,0,2023-01-16
1355,4867.2,Online,Houston,1851,1,2,0,2023-03-07
1356,8734.36,Online,Phoenix,1120,1,1,0,2023-10-12
1357,9007.12,POS,Phoenix,958,1,0,0,2023-06-18
1358,4217.79,POS,Los Angeles,103,0,0,0,2023-07-31
1359,2769.0,POS,Phoenix,2940,1,2,0,2023-07-21
1360,5923.91,Online,Los Angeles,2902,0,3,0,2023-11-10
1361,9123.72,Bank Transfer,Los Angeles,1170,1,1,0,2023-09-01
1362,2107.41,ATM,Los Angeles,1904,1,0,0,2023-01-10
1363,6230.04,Online,Houston,3099,1,0,0,2023-08-08
1364,6315.97,POS,Houston,1756,0,4,0,2023-01-13
1365,7331.4,POS,Phoenix,2578,1,2,0,2023-01-28
1366,1316.55,Online,Houston,679,1,3,0,2023-09-14
1367,7158.53,Online,Phoenix,1969,1,1,0,2023-05-20
1368,9090.42,POS,Houston,989,1,0,0,2023-01-20
1369,1797.65,Bank Transfer,New York,1106,1,4,0,2023-12-20
1370,2376.2,POS,New York,2476,0,2,0,2023-04-27
1371,9713.98,POS,Phoenix,1608,0,2,0,2023-03-29
1372,1810.59,Online,Houston,2870,1,1,0,2023-09-28
1373,8544.0,Bank Transfer,Houston,1503,1,0,0,2023-04-10
1374,4923.29,POS,Los Angeles,1790,0,1,0,2023-04-29
1375,2473.06,POS,Chicago,1186,1,1,0,2023-07-06
1376,8707.63,ATM,Phoenix,932,0,4,0,2023-11-15
1377,4453.61,Online,Chicago,1426,1,2,0,2023-09-18
1378,5148.66,ATM,Chicago,3580,1,3,0,2023-10-23
1379,3592.97,ATM,Phoenix,1062,0,2,1,2023-11-19
1380,5929.92,POS,Houston,1979,1,2,0,2023-02-27
1381,1636.08,Online,Phoenix,2559,0,4,0,2023-03-20
1382,3911.42,Bank Transfer,Chicago,2441,0,3,0,2023-09-21
1383,9694.15,POS,Houston,2043,0,0,0,2023-10-08
1384,2582.08,Bank Transfer,New York,2761,1,3,0,2023-11-05
1385,6567.71,Bank Transfer,Phoenix,2542,0,0,0,2023-02-07
1386,3252.58,Online,Phoenix,3272,0,3,0,2023-11-03
1387,7734.96,ATM,Houston,1279,1,1,0,2023-09-17
1388,1309.61,Online,New York,1203,1,3,0,2023-07-31
1389,9698.24,Bank Transfer,New York,2595,1,4,0,2023-09-17
1390,4538.44,POS,Houston,594,1,0,0,2023-12-10
1391,2361.27,Bank Transfer,Los Angeles,2437,1,2,0,2023-04-07
1392,735.89,POS,Phoenix,1422,1,4,0,2023-06-28
1393,1698.41,POS,Phoenix,2206,0,0,0,2023-03-08
1394,5198.22,Online,Chicago,1028,1,0,0,2023-02-05
1395,3370.69,Bank Transfer,Houston,2215,0,2,0,2023-06-08
1396,8289.0,ATM,Chicago,3540,1,1,0,2023-02-04
1397,4309.44,Bank Transfer,Chicago,960,0,4,0,2023-07-12
1398,2487.89,Bank Transfer,New York,2457,0,2,0,2023-06-01
1399,6171.83,ATM,Phoenix,3484,1,2,0,2023-07-01
1400,7068.07,Online,Chicago,3276,1,1,0,2023-03-20
1401,1671.25,Bank Transfer,New York,2242,0,4,0,2023-10-18
1402,1677.02,Bank Transfer,Houston,2283,1,2,0,2023-10-29
1403,367.68,POS,Chicago,2766,1,1,0,2023-03-07
1404,7364.28,Bank Transfer,Phoenix,1174,0,4,0,2023-09-20
1405,6638.38,ATM,Chicago,3231,0,3,0,2023-06-01
1406,4746.83,POS,Houston,3351,0,0,0,2023-11-10
1407,8441.86,Online,Chicago,816,1,1,0,2023-07-29
1408,8056.9,POS,Phoenix,404,1,0,0,2023-04-24
1409,5853.96,ATM,New York,893,1,3,0,2023-03-05
1410,8682.84,ATM,Phoenix,2726,1,2,0,2023-02-20
1411,2059.21,POS,New York,3383,0,2,0,2023-08-04
1412,1120.08,Online,Los Angeles,68,1,4,0,2023-07-24
1413,2698.23,POS,Phoenix,3535,0,1,0,2023-11-28
1414,571.81,Online,Phoenix,88,1,1,1,2023-11-10
1415,5312.16,POS,Houston,2265,1,4,0,2023-07-28
1416,9366.12,ATM,Chicago,2049,0,0,0,2023-09-09
1417,394.4,Bank Transfer,New York,1159,1,2,0,2023-12-20
1418,1221.98,Bank Transfer,New York,1721,1,2,0,2023-06-08
1419,4522.54,Online,Houston,1375,0,1,0,2023-03-29
1420,9338.82,Online,Houston,2188,1,1,0,2023-01-29
1421,3162.24,Online,Chicago,2666,0,4,0,2023-10-26
1422,5072.84,ATM,Chicago,2181,0,3,0,2023-07-30
1423,416.69,POS,Phoenix,1644,0,0,0,2023-07-14
1424,1484.28,ATM,Los Angeles,178,0,3,0,2023-12-03
1425,9866.31,Bank Transfer,Chicago,2858,1,3,0,2023-03-28
1426,9651.22,Online,Houston,1382,1,1,0,2023-06-15
1427,50.39,POS,Chicago,2428,1,1,0,2023-10-11
1428,9518.17,Bank Transfer,New York,908,0,1,0,2023-09-21
1429,6391.56,Bank Transfer,Los Angeles,2706,1,3,0,2023-02-07
1430,8679.32,Bank Transfer,Phoenix,2498,1,0,0,2023-12-13
1431,4547.94,ATM,New York,586,1,1,0,2023-04-08
1432,5156.44,Online,New York,2511,1,2,0,2023-04-03
1433,4888.98,Bank Transfer,Los Angeles,990,0,0,0,2023-12-14
1434,6668.98,Online,Phoenix,1132,0,2,0,2023-08-27
1435,1397.37,ATM,Houston,2170,1,0,0,2023-10-22
1436,300.71,Bank Transfer,Phoenix,2065,0,1,0,2023-03-18
1437,3079.99,ATM,Chicago,1220,1,4,0,2023-09-09
1438,7047.1,ATM,New York,2375,1,1,0,2023-12-04
1439,2019.33,Online,Chicago,318,1,3,0,2023-02-21
1440,6734.65,Bank Transfer,Houston,2857,0,3,0,2023-08-16
1441,9699.15,ATM,Chicago,1503,1,0,0,2023-11-15
1442,939.91,Bank Transfer,Phoenix,2035,0,3,0,2023-07-16
1443,6726.35,Online,Chicago,3324,0,1,0,2023-02-28
1444,4438.06,ATM,Houston,2043,1,2,0,2023-03-25
1445,8681.55,Online,Houston,503,0,1,0,2023-07-04
1446,1772.32,Bank Transfer,Houston,2023,0,0,1,2023-01-02
1447,6926.57,Bank Transfer,Phoenix,119,1,3,0,2023-06-15
1448,8381.31,Online,Houston,710,0,2,0,2023-03-28
1449,9446.2,POS,New York,3570,0,4,0,2023-06-13
1450,6832.8,ATM,Houston,3558,1,2,0,2023-02-22
1451,4972.25,Bank Transfer,Chicago,45,1,2,1,2023-09-07
1452,6178.85,Bank Transfer,Chicago,314,0,1,0,2023-01-12
1453,8689.18,ATM,Chicago,3251,1,4,0,2023-09-10
1454,5706.53,Online,Phoenix,418,1,0,0,2023-07-20
1455,304.84,Online,Chicago,2604,0,0,0,2023-04-17
1456,9309.56,Online,Phoenix,1102,0,2,0,2023-07-09
1457,6895.58,POS,Phoenix,326,1,2,1,2023-07-21
1458,6765.46,POS,Houston,3429,0,3,0,2023-10-06
1459,2157.54,Bank Transfer,New York,1440,1,4,0,2023-12-23
1460,6589.2,Online,Houston,1987,1,2,0,2023-01-25
1461,3939.25,ATM,Houston,2563,0,3,0,2023-10-14
1462,6512.68,Bank Transfer,Phoenix,2262,0,4,0,2023-01-28
1463,1066.82,ATM,Phoenix,74,1,0,0,2023-07-02
1464,6578.8,Bank Transfer,Chicago,3635,1,3,0,2023-05-18
1465,9994.14,POS,Chicago,1603,1,4,0,2023-08-16
1466,483.07,Bank Transfer,Houston,509,1,3,1,2023-07-22
1467,9771.76,POS,Los Angeles,2380,0,2,0,2023-04-06
1468,4069.67,Bank Transfer,Los Angeles,3165,1,1,0,2023-12-23
1469,8707.66,Online,Chicago,688,0,0,0,2023-04-16
1470,7824.07,ATM,Los Angeles,657,0,2,0,2023-09-20
1471,5670.6,Online,Chicago,1543,1,2,0,2023-11-05
1472,7384.75,Bank Transfer,Phoenix,1293,0,4,0,2023-02-05
1473,8785.28,Bank Transfer,Houston,1400,0,3,0,2023-03-10
1474,4042.0,Bank Transfer,New York,3076,1,0,0,2023-09-03
1475,3271.0,POS,Houston,3210,0,2,0,2023-03-10
1476,6676.27,ATM,Chicago,3303,0,4,0,2023-07-16
1477,8078.65,ATM,Chicago,2648,1,0,0,2023-09-27
1478,7623.09,Bank Transfer,Houston,1553,1,3,0,2023-10-05
1479,7978.34,Bank Transfer,Chicago,1076,1,2,0,2023-08-07
1480,4356.4,POS,Los Angeles,325,1,2,0,2023-10-27
1481,8178.52,Online,Los Angeles,992,1,2,0,2023-04-19
1482,1202.97,Online,Chicago,1994,1,0,0,2023-12-28
1483,5445.35,ATM,Chicago,717,1,0,0,2023-01-07
1484,58.58,POS,Los Angeles,2771,0,0,0,2023-10-09
1485,3246.53,Bank Transfer,Chicago,277,0,0,0,2023-01-30
1486,3665.25,ATM,Chicago,2584,1,4,0,2023-05-25
1487,3962.33,POS,Houston,3558,0,1,0,2023-01-04
1488,6954.98,Online,New York,3588,0,4,0,2023-08-28
1489,3886.19,POS,Los Angeles,152,1,2,0,2023-03-09
1490,4487.49,Online,Houston,955,0,4,0,2023-10-22
1491,2376.2,POS,New York,1507,1,3,0,2023-07-26
1492,3733.14,ATM,Chicago,259,0,0,0,2023-08-25
1493,2273.47,Online,Chicago,2372,1,3,0,2023-12-30
1494,732.89,ATM,Houston,3065,0,3,0,2023-01-04
1495,6034.88,ATM,Chicago,869,0,2,0,2023-05-22
1496,6682.46,Online,Phoenix,1192,0,0,0,2023-08-29
1497,6195.28,Online,Houston,688,1,3,1,2023-07-01
1498,4635.48,Bank Transfer,New York,310,0,2,0,2023-06-06
1499,3798.48,Bank Transfer,Houston,2851,0,0,0,2023-03-07
1500,8633.47,Bank Transfer,Los Angeles,1503,1,1,0,2023-10-22
1501,5191.3,ATM,Houston,3128,1,2,0,2023-08-29
1502,4792.34,ATM,Chicago,2668,0,4,0,2023-08-07
1503,257.4,Bank Transfer,Chicago,473,0,0,1,2023-10-25
1504,3413.14,ATM,Phoenix,3368,0,3,0,2023-06-05
1505,3802.58,ATM,Phoenix,2509,0,3,0,2023-01-24
1506,3988.83,Online,Phoenix,3396,1,4,0,2023-07-19
1507,5802.14,Online,New York,814,0,4,0,2023-12-26
1508,5336.49,ATM,Phoenix,846,0,3,0,2023-03-04
1509,6079.44,Bank Transfer,New York,1165,1,0,0,2023-11-11
1510,7649.07,POS,Phoenix,667,0,2,0,2023-05-12
1511,8130.04,Bank Transfer,New York,2310,0,4,0,2023-03-05
1512,7181.51,POS,Houston,1809,0,4,0,2023-10-25
1513,9555.28,Bank Transfer,Houston,1444,1,4,0,2023-02-16
1514,183.31,Online,Chicago,1768,1,1,0,2023-12-27
1515,1958.58,ATM,New York,1265,0,0,0,2023-06-02
1516,76.62,ATM,Los Angeles,355,0,0,0,2023-05-12
1517,6475.1,Online,Chicago,1873,1,0,0,2023-05-07
1518,8980.41,POS,Houston,2025,0,0,0,2023-05-31
1519,2435.58,POS,New York,2818,0,0,0,2023-08-05
1520,9270.42,POS,Phoenix,180,1,3,0,2023-10-05
1521,603.61,Online,Los Angeles,66,1,4,0,2023-01-26
1522,9344.43,POS,Houston,820,1,3,1,2023-04-30
1523,3516.88,Online,Chicago,1372,0,1,0,2023-11-24
1524,1015.11,Bank Transfer,New York,171,0,2,0,2023-09-25
1525,4859.23,Bank Transfer,Los Angeles,2522,0,4,0,2023-05-28
1526,2568.51,Online,New York,2582,0,1,0,2023-08-03
1527,2849.44,ATM,Phoenix,1391,1,3,0,2023-11-22
1528,3073.59,Bank Transfer,Chicago,1131,0,2,0,2023-11-04
1529,8030.46,POS,New York,2487,0,1,0,2023-12-22
1530,5392.07,Online,Houston,835,1,2,1,2023-07-26
1531,3113.77,POS,Chicago,227,1,1,0,2023-03-23
1532,6103.73,POS,Houston,3516,0,3,0,2023-12-14
1533,7161.79,ATM,New York,442,1,2,0,2023-08-22
1534,2726.97,POS,Chicago,2444,1,1,0,2023-05-28
1535,4136.08,ATM,Houston,728,0,3,0,2023-12-08
1536,1219.74,Bank Transfer,Phoenix,1605,0,4,0,2023-01-21
1537,1812.31,Online,Phoenix,2132,0,3,0,2023-09-27
1538,6811.5,POS,New York,3623,0,3,0,2023-10-27
1539,1815.2,Online,Chicago,1037,1,4,0,2023-11-02
1540,5252.11,POS,Los Angeles,1833,1,3,1,2023-09-19
1541,7090.75,Online,Chicago,1849,0,4,0,2023-05-21
1542,1069.66,POS,Phoenix,2741,0,4,0,2023-01-15
1543,5673.55,POS,Houston,493,1,4,0,2023-09-17
1544,2566.37,POS,Los Angeles,3340,0,1,0,2023-01-20
1545,9629.31,POS,New York,1549,0,2,0,2023-06-21
1546,4835.97,POS,Los Angeles,1144,0,1,0,2023-01-22
1547,8060.12,POS,New York,970,0,4,0,2023-04-15
1548,5502.72,POS,Los Angeles,2401,1,2,0,2023-01-15
1549,435.08,POS,New York,3129,0,2,0,2023-11-30
1550,6331.88,POS,New York,2088,1,4,0,2023-10-22
1551,9514.08,Online,Los Angeles,3408,0,2,0,2023-12-17
1552,6016.52,ATM,Los Angeles,640,0,2,0,2023-08-04
1553,8192.07,POS,New York,173,1,1,0,2023-05-02
1554,8842.18,ATM,Phoenix,1571,0,2,0,2023-01-03
1555,2281.57,POS,Los Angeles,259,1,4,0,2023-01-14
1556,2121.24,POS,Chicago,517,0,0,0,2023-08-18
1557,6110.2,Online,Houston,2778,0,0,0,2023-05-20
1558,4110.87,Bank Transfer,New York,523,0,0,0,2023-06-25
1559,8398.77,Bank Transfer,New York,1918,0,4,0,2023-05-14
1560,9000.33,Online,Houston,2887,0,0,0,2023-11-04
1561,3534.86,ATM,Phoenix,2165,1,1,0,2023-06-01
1562,2369.47,Bank Transfer,Houston,2232,1,4,0,2023-07-24
1563,7805.47,Online,Los Angeles,1930,0,4,0,2023-05-29
1564,2748.79,Online,Houston,1140,0,4,0,2023-09-15
1565,8226.32,Bank Transfer,New York,2210,1,2,0,2023-09-14
1566,4237.96,ATM,Houston,2591,1,2,0,2023-11-22
1567,6675.83,Online,Chicago,3309,0,2,0,2023-05-18
1568,956.26,POS,Los Angeles,839,0,3,0,2023-02-06
1569,6238.97,ATM,Houston,1090,1,1,0,2023-04-07
1570,4518.23,ATM,New York,1094,0,4,0,2023-01-08
1571,5866.5,Bank Transfer,Los Angeles,2495,1,4,0,2023-04-27
1572,1680.97,Bank Transfer,New York,2464,0,2,0,2023-05-28
1573,7369.0,POS,Phoenix,2580,1,4,0,2023-12-08
1574,8628.11,Online,Chicago,2489,1,4,0,2023-03-19
1575,2168.18,Bank Transfer,Phoenix,2786,0,0,0,2023-02-18
1576,958.05,Bank Transfer,Chicago,1970,1,4,0,2023-04-22
1577,237.36,ATM,Houston,2512,0,3,0,2023-09-17
1578,6420.07,Bank Transfer,Los Angeles,2444,0,2,0,2023-05-25
1579,6071.33,Bank Transfer,Houston,2759,0,1,0,2023-10-12
1580,5467.43,Bank Transfer,Chicago,1575,0,1,0,2023-09-07
1581,2320.24,Bank Transfer,Chicago,1581,1,0,0,2023-12-07
1582,3909.67,ATM,Chicago,2443,0,1,0,2023-11-25
1583,5945.17,POS,New York,2374,0,1,0,2023-07-22
1584,4968.17,POS,Los Angeles,1115,0,2,0,2023-04-22
1585,9877.87,Online,Houston,750,0,2,0,2023-09-10
1586,1365.26,Bank Transfer,Houston,1094,1,3,0,2023-03-25
1587,6951.75,ATM,Phoenix,1190,0,0,0,2023-03-27
1588,4043.78,Online,Chicago,2690,1,1,0,2023-12-16
1589,4282.57,Online,Chicago,2262,1,3,0,2023-10-17
1590,7176.26,POS,Chicago,1876,1,0,0,2023-11-28
1591,6924.67,ATM,Houston,3407,0,1,0,2023-05-22
1592,9912.57,ATM,Phoenix,1788,0,1,0,2023-10-23
1593,1284.81,ATM,New York,2417,0,2,0,2023-02-08
1594,1041.99,POS,Los Angeles,1608,0,4,0,2023-08-09
1595,7243.66,POS,New York,49,1,0,0,2023-06-06
1596,5784.29,POS,Houston,1076,1,1,0,2023-07-01
1597,2742.33,POS,Chicago,1313,0,0,0,2023-12-24
1598,795.11,POS,Los Angeles,1650,0,3,0,2023-01-13
1599,857.5,Bank Transfer,Houston,3311,0,3,0,2023-10-16
1600,8942.01,Bank Transfer,Houston,2181,0,4,0,2023-04-04
1601,1919.48,ATM,Houston,3047,0,1,0,2023-04-19
1602,3234.39,Online,Los Angeles,2834,0,2,0,2023-04-05
1603,2267.34,ATM,Los Angeles,1190,0,1,0,2023-01-15
1604,3550.61,Online,Phoenix,1398,1,0,0,2023-02-01
1605,695.17,POS,Phoenix,2421,1,3,0,2023-07-23
1606,5191.08,Online,New York,1829,1,0,0,2023-03-28
1607,677.06,ATM,Los Angeles,3550,1,4,0,2023-11-05
1608,8003.76,ATM,Los Angeles,479,0,3,0,2024-01-01
1609,2337.89,Online,Los Angeles,832,0,2,0,2023-08-23
1610,5400.58,Bank Transfer,Phoenix,2698,0,3,0,2023-10-28
1611,8800.91,POS,Houston,1615,0,1,0,2023-09-25
1612,6509.12,POS,Chicago,682,0,1,0,2023-11-20
1613,5330.04,ATM,Phoenix,2736,1,3,0,2023-05-11
1614,3244.01,Bank Transfer,Los Angeles,1324,0,4,0,2023-12-22
1615,3330.69,Online,Phoenix,82,1,1,0,2023-02-14
1616,6695.2,POS,New York,87,0,1,1,2023-03-15
1617,9941.4,Bank Transfer,Los Angeles,2273,1,2,0,2023-09-26
1618,6618.73,POS,New York,2064,0,3,0,2023-09-07
1619,5578.28,Bank Transfer,Los Angeles,822,1,1,0,2023-08-19
1620,7306.77,Bank Transfer,Phoenix,3430,0,4,0,2023-08-27
1621,4652.59,ATM,Houston,163,0,0,0,2023-07-01
1622,602.36,POS,Chicago,2562,0,3,0,2023-07-10
1623,5623.41,Online,New York,2398,0,2,0,2023-06-02
1624,9576.3,ATM,Phoenix,1933,1,1,0,2023-04-13
1625,1753.85,ATM,Houston,2729,0,4,0,2023-12-03
1626,6900.36,Online,Phoenix,3536,1,3,0,2023-01-03
1627,2010.14,ATM,New York,1851,0,4,0,2023-03-02
1628,5358.74,Bank Transfer,Chicago,1861,1,4,0,2023-12-21
1629,967.67,Bank Transfer,Phoenix,3447,0,2,0,2023-06-28
1630,4504.26,POS,Los Angeles,1116,0,3,0,2023-03-08
1631,7561.88,POS,Houston,2229,1,1,0,2023-06-19
1632,3476.37,Online,Phoenix,2791,0,2,0,2023-11-29
1633,6649.45,POS,Houston,3373,0,1,0,2023-01-17
1634,7954.7,Bank Transfer,Los Angeles,2708,1,0,0,2023-11-16
1635,9271.85,Online,Chicago,3261,0,4,0,2023-10-16
1636,2347.19,Online,Chicago,1883,1,0,0,2023-01-22
1637,3993.76,POS,Los Angeles,3386,0,4,0,2023-06-18
1638,1525.01,Bank Transfer,Houston,2541,1,2,0,2023-02-21
1639,9924.84,Online,Phoenix,923,1,1,0,2023-12-19
1640,9270.08,Bank Transfer,Los Angeles,2176,1,1,0,2023-02-04
1641,5400.03,Bank Transfer,New York,3591,1,2,0,2023-08-05
1642,8420.49,Bank Transfer,Houston,1450,0,3,0,2023-11-17
1643,5210.06,POS,Chicago,1583,0,0,0,2023-10-07
1644,6236.23,ATM,Los Angeles,565,1,0,0,2023-02-03
1645,892.16,ATM,Chicago,3259,0,1,0,2023-09-15
1646,7552.95,Online,Houston,2598,0,1,0,2023-09-14
1647,1278.01,Bank Transfer,Chicago,2501,0,1,0,2023-08-09
1648,8260.85,POS,Los Angeles,471,1,2,0,2023-06-17
1649,7820.5,Bank Transfer,Houston,988,0,3,0,2023-11-08
1650,7087.74,Bank Transfer,New York,2786,0,0,0,2023-11-22
1651,362.57,POS,Los Angeles,3637,1,4,0,2023-05-20
1652,3031.98,ATM,Phoenix,1935,0,2,0,2023-07-31
1653,2631.86,Bank Transfer,Los Angeles,224,1,0,0,2023-08-25
1654,3602.0,Bank Transfer,Houston,2202,1,3,0,2023-06-08
1655,877.34,ATM,Los Angeles,2608,1,2,0,2023-09-22
1656,9369.64,POS,New York,351,0,0,0,2023-09-06
1657,5538.47,Online,New York,3219,0,2,0,2023-02-19
1658,3055.94,ATM,Phoenix,1929,1,0,0,2023-06-02
1659,3970.42,Online,Chicago,3648,1,0,0,2023-04-21
1660,4472.58,Online,Houston,349,1,3,1,2023-02-26
1661,6006.34,ATM,Houston,182,1,4,1,2023-10-01
1662,5157.28,Bank Transfer,Chicago,637,1,3,0,2023-01-25
1663,9194.0,Online,New York,1018,1,0,0,2023-07-15
1664,4970.14,Online,New York,2227,0,2,0,2023-11-27
1665,9921.59,POS,Los Angeles,3111,1,3,0,2023-12-20
1666,8514.4,Bank Transfer,Phoenix,772,1,4,0,2023-07-06
1667,2085.9,Online,Phoenix,2942,1,0,1,2023-05-15
1668,9306.02,POS,Phoenix,3075,0,3,0,2023-03-11
1669,1164.55,Bank Transfer,Los Angeles,1016,0,3,0,2023-07-11
1670,8174.68,ATM,Phoenix,2112,0,3,0,2023-08-16
1671,3806.85,ATM,Chicago,29,0,3,0,2023-06-09
1672,8779.87,POS,Los Angeles,2420,1,2,0,2023-07-09
1673,8680.7,ATM,Chicago,3595,0,4,0,2023-11-02
1674,8059.45,Online,Los Angeles,2145,1,4,0,2023-10-18
1675,7900.51,Bank Transfer,Phoenix,1894,1,0,0,2023-08-13
1676,3047.49,Online,Chicago,1466,1,1,0,2023-06-07
1677,810.11,Online,Chicago,1227,1,2,0,2023-05-22
1678,4030.4,ATM,Chicago,3483,1,0,0,2023-09-28
1679,1736.07,Online,Los Angeles,3041,1,0,0,2023-06-25
1680,6949.82,ATM,Houston,2069,0,3,0,2023-06-01
1681,3461.65,Bank Transfer,Phoenix,3623,0,1,0,2023-09-01
1682,9756.13,Bank Transfer,Chicago,2783,0,1,0,2023-11-13
1683,6410.08,Online,Houston,1126,0,2,0,2023-03-25
1684,8224.98,POS,Phoenix,3118,0,1,0,2023-06-09
1685,1326.11,ATM,Phoenix,66,1,0,0,2023-09-11
1686,8620.28,ATM,Chicago,2651,0,1,0,2023-08-14
1687,9227.65,Online,Chicago,3236,0,1,0,2023-07-06
1688,4871.13,ATM,Los Angeles,1135,0,4,0,2023-02-25
1689,6062.92,ATM,Houston,338,1,0,0,2023-02-02
1690,7648.33,POS,Houston,2171,1,1,0,2023-01-11
1691,1749.21,POS,Chicago,1729,1,1,0,2023-11-07
1692,5026.16,Online,Phoenix,447,0,3,0,2023-01-14
1693,3987.23,POS,Chicago,2659,0,1,0,2023-12-11
1694,1464.59,Online,Phoenix,3363,0,1,0,2023-07-01
1695,3675.98,Bank Transfer,Phoenix,2719,0,4,0,2023-05-05
1696,682.65,Online,Chicago,3484,0,0,0,2023-01-18
1697,259.09,Bank Transfer,New York,2663,1,2,0,2023-08-17
1698,1352.53,Online,Houston,2945,0,0,0,2023-03-12
1699,9631.19,ATM,Phoenix,281,1,3,0,2023-07-20
1700,5495.75,POS,Phoenix,3115,0,0,0,2023-04-28
1701,9658.26,Bank Transfer,New York,3558,1,1,0,2023-01-22
1702,4325.55,Online,Los Angeles,596,1,3,0,2023-12-21
1703,3118.85,POS,New York,1987,1,0,0,2023-02-23
1704,5061.91,Online,New York,2751,1,3,0,2023-04-09
1705,4395.68,POS,Phoenix,1075,0,2,0,2023-09-24
1706,1057.54,POS,Houston,210,0,0,0,2023-12-09
1707,6408.62,Online,New York,126,0,1,0,2023-08-04
